x,y,z,t,firing
-9758545.609540,1035100.591752,9059571.686816,43244.343000,0
-9893848.606122,767089.725934,8946090.988904,43304.340000,0
-10023201.865107,498617.549951,8827226.490145,43364.336000,0
-10146533.730827,229845.820170,8703055.133330,43424.326000,0
-10263775.851546,-39063.866478,8573656.500806,43484.325000,0
-10374863.192072,-307950.132713,8439112.773995,43544.313000,0
-10479734.045981,-576651.880478,8299508.693128,43604.306000,0
-10578330.047511,-845008.349946,8154931.517190,43664.305000,0
-10670596.183161,-1112859.177998,8005470.984051,43724.302000,0
-10756480.803020,-1380044.456238,7851219.270773,43784.301000,0
-10835935.631871,-1646404.788594,7692270.954075,43844.298000,0
-10908915.780085,-1911781.348571,7528722.970921,43904.295000,0
